D,supply,osm_coeff,no_saturation,fast_pseudo,only_P1P2,only_P1C,Keq_1,Keq_2,id
1e-06,1.46497139830728e-08,0,1,1,0,0,1,1,412
1e-06,1.51671688847092e-08,0,1,1,0,0,1,1,413
1e-06,1.57029012472938e-08,0,1,1,0,0,1,1,414
1e-06,1.62575566644379e-08,0,1,1,0,0,1,1,415
1e-06,1.68318035333096e-08,0,1,1,0,0,1,1,416
1e-06,1.74263338600965e-08,0,1,1,0,0,1,1,417
1e-06,1.80418640939207e-08,0,1,1,0,0,1,1,418
1e-06,1.86791359902078e-08,0,1,1,0,0,1,1,419
1e-06,1.93389175045523e-08,0,1,1,0,0,1,1,420
1e-06,2.00220037181558e-08,0,1,1,0,0,1,1,421
1e-06,2.07292177959537e-08,0,1,1,0,0,1,1,422
1e-06,2.14614119785841e-08,0,1,1,0,0,1,1,423
1e-06,2.22194686093952e-08,0,1,1,0,0,1,1,424
1e-06,2.30043011977292e-08,0,1,1,0,0,1,1,425
1e-06,2.38168555197616e-08,0,1,1,0,0,1,1,426
1e-06,2.4658110758226e-08,0,1,1,0,0,1,1,427
1e-06,2.55290806823952e-08,0,1,1,0,0,1,1,428
1e-06,2.6430814869741e-08,0,1,1,0,0,1,1,429
1e-06,2.73643999707467e-08,0,1,1,0,0,1,1,430
1e-06,2.83309610183932e-08,0,1,1,0,0,1,1,431
1e-06,2.93316627839004e-08,0,1,1,0,0,1,1,432
1e-06,3.03677111803546e-08,0,1,1,0,0,1,1,433
1e-06,3.1440354715915e-08,0,1,1,0,0,1,1,434
1e-06,3.25508859983506e-08,0,1,1,0,0,1,1,435
1e-06,3.37006432927192e-08,0,1,1,0,0,1,1,436
1e-06,3.48910121340677e-08,0,1,1,0,0,1,1,437
1e-06,3.61234269970943e-08,0,1,1,0,0,1,1,438
1e-06,3.7399373024788e-08,0,1,1,0,0,1,1,439
1e-06,3.87203878181256e-08,0,1,1,0,0,1,1,440
1e-06,4.00880632889846e-08,0,1,1,0,0,1,1,441
1e-06,4.15040475785047e-08,0,1,1,0,0,1,1,442
1e-06,4.29700470432084e-08,0,1,1,0,0,1,1,443
1e-06,4.44878283112759e-08,0,1,1,0,0,1,1,444
1e-06,4.6059220411451e-08,0,1,1,0,0,1,1,445
1e-06,4.76861169771447e-08,0,1,1,0,0,1,1,446
1e-06,4.937047852839e-08,0,1,1,0,0,1,1,447
1e-06,5.11143348344017e-08,0,1,1,0,0,1,1,448
1e-06,5.29197873595844e-08,0,1,1,0,0,1,1,449
1e-06,5.47890117959395e-08,0,1,1,0,0,1,1,450
1e-06,5.67242606849198e-08,0,1,1,0,0,1,1,451
1e-06,5.87278661318948e-08,0,1,1,0,0,1,1,452
1e-06,6.08022426164943e-08,0,1,1,0,0,1,1,453
1e-06,6.29498899022189e-08,0,1,1,0,0,1,1,454
1e-06,6.51733960488242e-08,0,1,1,0,0,1,1,455
1e-06,6.7475440531107e-08,0,1,1,0,0,1,1,456
1e-06,6.98587974678525e-08,0,1,1,0,0,1,1,457
1e-06,7.23263389648353e-08,0,1,1,0,0,1,1,458
1e-06,7.48810385759003e-08,0,1,1,0,0,1,1,459
1e-06,7.75259748862946e-08,0,1,1,0,0,1,1,460
1e-06,8.02643352225717e-08,0,1,1,0,0,1,1,461
1e-06,8.30994194935339e-08,0,1,1,0,0,1,1,462
1e-06,8.60346441668451e-08,0,1,1,0,0,1,1,463
1e-06,8.90735463861044e-08,0,1,1,0,0,1,1,464
1e-06,9.22197882333432e-08,0,1,1,0,0,1,1,465
1e-06,9.54771611420807e-08,0,1,1,0,0,1,1,466
1e-06,9.88495904662559e-08,0,1,1,0,0,1,1,467
1e-06,1.02341140210545e-07,0,1,1,0,0,1,1,468
1e-06,1.05956017927761e-07,0,1,1,0,0,1,1,469
1e-06,1.09698579789238e-07,0,1,1,0,0,1,1,470
1e-06,1.13573335834311e-07,0,1,1,0,0,1,1,471
1e-06,1.17584955405216e-07,0,1,1,0,0,1,1,472
1e-06,1.21738272773966e-07,0,1,1,0,0,1,1,473
1e-06,1.26038292967973e-07,0,1,1,0,0,1,1,474
1e-06,1.3049019780144e-07,0,1,1,0,0,1,1,475
1e-06,1.35099352119803e-07,0,1,1,0,0,1,1,476
1e-06,1.39871310264724e-07,0,1,1,0,0,1,1,477
1e-06,1.44811822767453e-07,0,1,1,0,0,1,1,478
1e-06,1.49926843278605e-07,0,1,1,0,0,1,1,479
1e-06,1.55222535742705e-07,0,1,1,0,0,1,1,480
1e-06,1.60705281826164e-07,0,1,1,0,0,1,1,481
1e-06,1.66381688607613e-07,0,1,1,0,0,1,1,482
1e-06,1.72258596539879e-07,0,1,1,0,0,1,1,483
1e-06,1.78343087693191e-07,0,1,1,0,0,1,1,484
1e-06,1.84642494289554e-07,0,1,1,0,0,1,1,485
1e-06,1.9116440753857e-07,0,1,1,0,0,1,1,486
1e-06,1.97916686785356e-07,0,1,1,0,0,1,1,487
1e-06,2.04907468981585e-07,0,1,1,0,0,1,1,488
1e-06,2.12145178491063e-07,0,1,1,0,0,1,1,489
1e-06,2.19638537241655e-07,0,1,1,0,0,1,1,490
1e-06,2.27396575235793e-07,0,1,1,0,0,1,1,491
1e-06,2.35428641432242e-07,0,1,1,0,0,1,1,492
1e-06,2.43744415012222e-07,0,1,1,0,0,1,1,493
1e-06,2.52353917043477e-07,0,1,1,0,0,1,1,494
1e-06,2.61267522556333e-07,0,1,1,0,0,1,1,495
1e-06,2.70495973046314e-07,0,1,1,0,0,1,1,496
1e-06,2.80050389418363e-07,0,1,1,0,0,1,1,497
1e-06,2.89942285388288e-07,0,1,1,0,0,1,1,498
1e-06,3.00183581357559e-07,0,1,1,0,0,1,1,499
1e-06,3.10786618778201e-07,0,1,1,0,0,1,1,500
1e-06,3.21764175025074e-07,0,1,1,0,0,1,1,501
1e-06,3.33129478793467e-07,0,1,1,0,0,1,1,502
1e-06,3.44896226040576e-07,0,1,1,0,0,1,1,503
1e-06,3.57078596490046e-07,0,1,1,0,0,1,1,504
1e-06,3.69691270719502e-07,0,1,1,0,0,1,1,505
1e-06,3.82749447851632e-07,0,1,1,0,0,1,1,506
1e-06,3.96268863870148e-07,0,1,1,0,0,1,1,507
1e-06,4.10265810582719e-07,0,1,1,0,0,1,1,508
1e-06,4.24757155253689e-07,0,1,1,0,0,1,1,509
1e-06,4.39760360930272e-07,0,1,1,0,0,1,1,510
1e-06,4.55293507486695e-07,0,1,1,0,0,1,1,511
1e-06,4.71375313411673e-07,0,1,1,0,0,1,1,512
1e-06,4.88025158365443e-07,0,1,1,0,0,1,1,513
1e-06,5.05263106533568e-07,0,1,1,0,0,1,1,514
1e-06,5.23109930805626e-07,0,1,1,0,0,1,1,515
1e-06,5.41587137807948e-07,0,1,1,0,0,1,1,516
1e-06,5.60716993820546e-07,0,1,1,0,0,1,1,517
1e-06,5.8052255160949e-07,0,1,1,0,0,1,1,518
1e-06,6.01027678207039e-07,0,1,1,0,0,1,1,519
1e-06,6.22257083673023e-07,0,1,1,0,0,1,1,520
1e-06,6.44236350872137e-07,0,1,1,0,0,1,1,521
1e-06,6.66991966303011e-07,0,1,1,0,0,1,1,522
1e-06,6.90551352016233e-07,0,1,1,0,0,1,1,523
1e-06,7.14942898659758e-07,0,1,1,0,0,1,1,524
1e-06,7.40195999691565e-07,0,1,1,0,0,1,1,525
1e-06,7.66341086800746e-07,0,1,1,0,0,1,1,526
1e-06,7.93409666579749e-07,0,1,1,0,0,1,1,527
1e-06,8.21434358491942e-07,0,1,1,0,0,1,1,528
1e-06,8.50448934180267e-07,0,1,1,0,0,1,1,529
1e-06,8.80488358164346e-07,0,1,1,0,0,1,1,530
1e-06,9.11588829975082e-07,0,1,1,0,0,1,1,531
1e-06,9.43787827777539e-07,0,1,1,0,0,1,1,532
1e-06,9.7712415353465e-07,0,1,1,0,0,1,1,533
1e-06,1.01163797976621e-06,0,1,1,0,0,1,1,534
1e-06,1.04737089795945e-06,0,1,1,0,0,1,1,535
1e-06,1.08436596868961e-06,0,1,1,0,0,1,1,536
1e-06,1.12266777351081e-06,0,1,1,0,0,1,1,537
1e-06,1.16232246867985e-06,0,1,1,0,0,1,1,538
1e-06,1.20337784077759e-06,0,1,1,0,0,1,1,539
1e-06,1.24588336429501e-06,0,1,1,0,0,1,1,540
1e-06,1.28989026125331e-06,0,1,1,0,0,1,1,541
1e-06,1.3354515629299e-06,0,1,1,0,0,1,1,542
1e-06,1.38262217376466e-06,0,1,1,0,0,1,1,543
1e-06,1.43145893752348e-06,0,1,1,0,0,1,1,544
1e-06,1.48202070579886e-06,0,1,1,0,0,1,1,545
1e-06,1.53436840893001e-06,0,1,1,0,0,1,1,546
1e-06,1.58856512942805e-06,0,1,1,0,0,1,1,547
1e-06,1.64467617799466e-06,0,1,1,0,0,1,1,548
1e-06,1.7027691722259e-06,0,1,1,0,0,1,1,549
1e-06,1.76291411809595e-06,0,1,1,0,0,1,1,550
1e-06,1.82518349431904e-06,0,1,1,0,0,1,1,551
1e-06,1.88965233969121e-06,0,1,1,0,0,1,1,552
1e-06,1.95639834351706e-06,0,1,1,0,0,1,1,553
1e-06,2.02550193923067e-06,0,1,1,0,0,1,1,554
1e-06,2.09704640132323e-06,0,1,1,0,0,1,1,555
1e-06,2.1711179456945e-06,0,1,1,0,0,1,1,556
1e-06,2.24780583354873e-06,0,1,1,0,0,1,1,557
1e-06,2.32720247896041e-06,0,1,1,0,0,1,1,558
1e-06,2.40940356023953e-06,0,1,1,0,0,1,1,559
1e-06,2.49450813523032e-06,0,1,1,0,0,1,1,560
1e-06,2.58261876068267e-06,0,1,1,0,0,1,1,561
1e-06,2.67384161583994e-06,0,1,1,0,0,1,1,562
1e-06,2.76828663039207e-06,0,1,1,0,0,1,1,563
1e-06,2.86606761694825e-06,0,1,1,0,0,1,1,564
1e-06,2.96730240818887e-06,0,1,1,0,0,1,1,565
1e-06,3.07211299886176e-06,0,1,1,0,0,1,1,566
1e-06,3.18062569279412e-06,0,1,1,0,0,1,1,567
1e-06,3.29297125509715e-06,0,1,1,0,0,1,1,568
1e-06,3.40928506974681e-06,0,1,1,0,0,1,1,569
1e-06,3.52970730273065e-06,0,1,1,0,0,1,1,570
1e-06,3.65438307095726e-06,0,1,1,0,0,1,1,571
1e-06,3.78346261713193e-06,0,1,1,0,0,1,1,572
1e-06,3.91710149080926e-06,0,1,1,0,0,1,1,573
1e-06,4.05546073584083e-06,0,1,1,0,0,1,1,574
1e-06,4.19870708444391e-06,0,1,1,0,0,1,1,575
1e-06,4.34701315812503e-06,0,1,1,0,0,1,1,576
1e-06,4.5005576757005e-06,0,1,1,0,0,1,1,577
1e-06,4.65952566866469e-06,0,1,1,0,0,1,1,578
1e-06,4.82410870416537e-06,0,1,1,0,0,1,1,579
1e-06,4.99450511585514e-06,0,1,1,0,0,1,1,580
1e-06,5.17092024289675e-06,0,1,1,0,0,1,1,581
1e-06,5.35356667741072e-06,0,1,1,0,0,1,1,582
1e-06,5.54266452066311e-06,0,1,1,0,0,1,1,583
1e-06,5.73844164830239e-06,0,1,1,0,0,1,1,584
1e-06,5.94113398496504e-06,0,1,1,0,0,1,1,585
1e-06,6.1509857885805e-06,0,1,1,0,0,1,1,586
1e-06,6.36824994471859e-06,0,1,1,0,0,1,1,587
1e-06,6.59318827133354e-06,0,1,1,0,0,1,1,588
1e-06,6.82607183427238e-06,0,1,1,0,0,1,1,589
1e-06,7.06718127392749e-06,0,1,1,0,0,1,1,590
1e-06,7.31680714342721e-06,0,1,1,0,0,1,1,591
1e-06,7.57525025877192e-06,0,1,1,0,0,1,1,592
1e-06,7.84282206133768e-06,0,1,1,0,0,1,1,593
1e-06,8.11984499318401e-06,0,1,1,0,0,1,1,594
1e-06,8.40665288561832e-06,0,1,1,0,0,1,1,595
1e-06,8.70359136148517e-06,0,1,1,0,0,1,1,596
1e-06,9.01101825166502e-06,0,1,1,0,0,1,1,597
1e-06,9.3293040262847e-06,0,1,1,0,0,1,1,598
1e-06,9.65883224115871e-06,0,1,1,0,0,1,1,599
1e-06,1e-05,0,1,1,0,0,1,1,600
1e-06,1e-08,0,1,1,1,0,10,10,601
1e-06,1.03532184329566e-08,0,1,1,1,0,10,10,602
1e-06,1.07189131920513e-08,0,1,1,1,0,10,10,603
1e-06,1.10975249641207e-08,0,1,1,1,0,10,10,604
1e-06,1.14895100018731e-08,0,1,1,1,0,10,10,605
1e-06,1.18953406737032e-08,0,1,1,1,0,10,10,606
1e-06,1.23155060329283e-08,0,1,1,1,0,10,10,607
1e-06,1.27505124071301e-08,0,1,1,1,0,10,10,608
1e-06,1.32008840083142e-08,0,1,1,1,0,10,10,609
1e-06,1.36671635646201e-08,0,1,1,1,0,10,10,610
1e-06,1.41499129743458e-08,0,1,1,1,0,10,10,611
1e-06,1.46497139830728e-08,0,1,1,1,0,10,10,612
1e-06,1.51671688847092e-08,0,1,1,1,0,10,10,613
1e-06,1.57029012472938e-08,0,1,1,1,0,10,10,614
1e-06,1.62575566644379e-08,0,1,1,1,0,10,10,615
1e-06,1.68318035333096e-08,0,1,1,1,0,10,10,616
1e-06,1.74263338600965e-08,0,1,1,1,0,10,10,617
1e-06,1.80418640939207e-08,0,1,1,1,0,10,10,618
1e-06,1.86791359902078e-08,0,1,1,1,0,10,10,619
1e-06,1.93389175045523e-08,0,1,1,1,0,10,10,620
1e-06,2.00220037181558e-08,0,1,1,1,0,10,10,621
1e-06,2.07292177959537e-08,0,1,1,1,0,10,10,622
1e-06,2.14614119785841e-08,0,1,1,1,0,10,10,623
1e-06,2.22194686093952e-08,0,1,1,1,0,10,10,624
1e-06,2.30043011977292e-08,0,1,1,1,0,10,10,625
1e-06,2.38168555197616e-08,0,1,1,1,0,10,10,626
1e-06,2.4658110758226e-08,0,1,1,1,0,10,10,627
1e-06,2.55290806823952e-08,0,1,1,1,0,10,10,628
1e-06,2.6430814869741e-08,0,1,1,1,0,10,10,629
1e-06,2.73643999707467e-08,0,1,1,1,0,10,10,630
1e-06,2.83309610183932e-08,0,1,1,1,0,10,10,631
1e-06,2.93316627839004e-08,0,1,1,1,0,10,10,632
1e-06,3.03677111803546e-08,0,1,1,1,0,10,10,633
1e-06,3.1440354715915e-08,0,1,1,1,0,10,10,634
1e-06,3.25508859983506e-08,0,1,1,1,0,10,10,635
1e-06,3.37006432927192e-08,0,1,1,1,0,10,10,636
1e-06,3.48910121340677e-08,0,1,1,1,0,10,10,637
1e-06,3.61234269970943e-08,0,1,1,1,0,10,10,638
1e-06,3.7399373024788e-08,0,1,1,1,0,10,10,639
1e-06,3.87203878181256e-08,0,1,1,1,0,10,10,640
1e-06,4.00880632889846e-08,0,1,1,1,0,10,10,641
1e-06,4.15040475785047e-08,0,1,1,1,0,10,10,642
1e-06,4.29700470432084e-08,0,1,1,1,0,10,10,643
1e-06,4.44878283112759e-08,0,1,1,1,0,10,10,644
1e-06,4.6059220411451e-08,0,1,1,1,0,10,10,645
1e-06,4.76861169771447e-08,0,1,1,1,0,10,10,646
1e-06,4.937047852839e-08,0,1,1,1,0,10,10,647
1e-06,5.11143348344017e-08,0,1,1,1,0,10,10,648
1e-06,5.29197873595844e-08,0,1,1,1,0,10,10,649
1e-06,5.47890117959395e-08,0,1,1,1,0,10,10,650
1e-06,5.67242606849198e-08,0,1,1,1,0,10,10,651
1e-06,5.87278661318948e-08,0,1,1,1,0,10,10,652
1e-06,6.08022426164943e-08,0,1,1,1,0,10,10,653
1e-06,6.29498899022189e-08,0,1,1,1,0,10,10,654
1e-06,6.51733960488242e-08,0,1,1,1,0,10,10,655
1e-06,6.7475440531107e-08,0,1,1,1,0,10,10,656
1e-06,6.98587974678525e-08,0,1,1,1,0,10,10,657
1e-06,7.23263389648353e-08,0,1,1,1,0,10,10,658
1e-06,7.48810385759003e-08,0,1,1,1,0,10,10,659
1e-06,7.75259748862946e-08,0,1,1,1,0,10,10,660
1e-06,8.02643352225717e-08,0,1,1,1,0,10,10,661
1e-06,8.30994194935339e-08,0,1,1,1,0,10,10,662
1e-06,8.60346441668451e-08,0,1,1,1,0,10,10,663
1e-06,8.90735463861044e-08,0,1,1,1,0,10,10,664
1e-06,9.22197882333432e-08,0,1,1,1,0,10,10,665
1e-06,9.54771611420807e-08,0,1,1,1,0,10,10,666
1e-06,9.88495904662559e-08,0,1,1,1,0,10,10,667
1e-06,1.02341140210545e-07,0,1,1,1,0,10,10,668
1e-06,1.05956017927761e-07,0,1,1,1,0,10,10,669
1e-06,1.09698579789238e-07,0,1,1,1,0,10,10,670
1e-06,1.13573335834311e-07,0,1,1,1,0,10,10,671
1e-06,1.17584955405216e-07,0,1,1,1,0,10,10,672
1e-06,1.21738272773966e-07,0,1,1,1,0,10,10,673
1e-06,1.26038292967973e-07,0,1,1,1,0,10,10,674
1e-06,1.3049019780144e-07,0,1,1,1,0,10,10,675
1e-06,1.35099352119803e-07,0,1,1,1,0,10,10,676
1e-06,1.39871310264724e-07,0,1,1,1,0,10,10,677
1e-06,1.44811822767453e-07,0,1,1,1,0,10,10,678
1e-06,1.49926843278605e-07,0,1,1,1,0,10,10,679
1e-06,1.55222535742705e-07,0,1,1,1,0,10,10,680
1e-06,1.60705281826164e-07,0,1,1,1,0,10,10,681
1e-06,1.66381688607613e-07,0,1,1,1,0,10,10,682
1e-06,1.72258596539879e-07,0,1,1,1,0,10,10,683
1e-06,1.78343087693191e-07,0,1,1,1,0,10,10,684
1e-06,1.84642494289554e-07,0,1,1,1,0,10,10,685
1e-06,1.9116440753857e-07,0,1,1,1,0,10,10,686
1e-06,1.97916686785356e-07,0,1,1,1,0,10,10,687
1e-06,2.04907468981585e-07,0,1,1,1,0,10,10,688
1e-06,2.12145178491063e-07,0,1,1,1,0,10,10,689
1e-06,2.19638537241655e-07,0,1,1,1,0,10,10,690
1e-06,2.27396575235793e-07,0,1,1,1,0,10,10,691
1e-06,2.35428641432242e-07,0,1,1,1,0,10,10,692
1e-06,2.43744415012222e-07,0,1,1,1,0,10,10,693
1e-06,2.52353917043477e-07,0,1,1,1,0,10,10,694
1e-06,2.61267522556333e-07,0,1,1,1,0,10,10,695
1e-06,2.70495973046314e-07,0,1,1,1,0,10,10,696
1e-06,2.80050389418363e-07,0,1,1,1,0,10,10,697
1e-06,2.89942285388288e-07,0,1,1,1,0,10,10,698
1e-06,3.00183581357559e-07,0,1,1,1,0,10,10,699
1e-06,3.10786618778201e-07,0,1,1,1,0,10,10,700
1e-06,3.21764175025074e-07,0,1,1,1,0,10,10,701
1e-06,3.33129478793467e-07,0,1,1,1,0,10,10,702
1e-06,3.44896226040576e-07,0,1,1,1,0,10,10,703
1e-06,3.57078596490046e-07,0,1,1,1,0,10,10,704
1e-06,3.69691270719502e-07,0,1,1,1,0,10,10,705
1e-06,3.82749447851632e-07,0,1,1,1,0,10,10,706
1e-06,3.96268863870148e-07,0,1,1,1,0,10,10,707
1e-06,4.10265810582719e-07,0,1,1,1,0,10,10,708
1e-06,4.24757155253689e-07,0,1,1,1,0,10,10,709
1e-06,4.39760360930272e-07,0,1,1,1,0,10,10,710
1e-06,4.55293507486695e-07,0,1,1,1,0,10,10,711
1e-06,4.71375313411673e-07,0,1,1,1,0,10,10,712
1e-06,4.88025158365443e-07,0,1,1,1,0,10,10,713
1e-06,5.05263106533568e-07,0,1,1,1,0,10,10,714
1e-06,5.23109930805626e-07,0,1,1,1,0,10,10,715
1e-06,5.41587137807948e-07,0,1,1,1,0,10,10,716
1e-06,5.60716993820546e-07,0,1,1,1,0,10,10,717
1e-06,5.8052255160949e-07,0,1,1,1,0,10,10,718
1e-06,6.01027678207039e-07,0,1,1,1,0,10,10,719
1e-06,6.22257083673023e-07,0,1,1,1,0,10,10,720
1e-06,6.44236350872137e-07,0,1,1,1,0,10,10,721
1e-06,6.66991966303011e-07,0,1,1,1,0,10,10,722
1e-06,6.90551352016233e-07,0,1,1,1,0,10,10,723
1e-06,7.14942898659758e-07,0,1,1,1,0,10,10,724
1e-06,7.40195999691565e-07,0,1,1,1,0,10,10,725
1e-06,7.66341086800746e-07,0,1,1,1,0,10,10,726
1e-06,7.93409666579749e-07,0,1,1,1,0,10,10,727
1e-06,8.21434358491942e-07,0,1,1,1,0,10,10,728
1e-06,8.50448934180267e-07,0,1,1,1,0,10,10,729
1e-06,8.80488358164346e-07,0,1,1,1,0,10,10,730
1e-06,9.11588829975082e-07,0,1,1,1,0,10,10,731
1e-06,9.43787827777539e-07,0,1,1,1,0,10,10,732
1e-06,9.7712415353465e-07,0,1,1,1,0,10,10,733
1e-06,1.01163797976621e-06,0,1,1,1,0,10,10,734
1e-06,1.04737089795945e-06,0,1,1,1,0,10,10,735
1e-06,1.08436596868961e-06,0,1,1,1,0,10,10,736
1e-06,1.12266777351081e-06,0,1,1,1,0,10,10,737
1e-06,1.16232246867985e-06,0,1,1,1,0,10,10,738
1e-06,1.20337784077759e-06,0,1,1,1,0,10,10,739
1e-06,1.24588336429501e-06,0,1,1,1,0,10,10,740
1e-06,1.28989026125331e-06,0,1,1,1,0,10,10,741
1e-06,1.3354515629299e-06,0,1,1,1,0,10,10,742
1e-06,1.38262217376466e-06,0,1,1,1,0,10,10,743
1e-06,1.43145893752348e-06,0,1,1,1,0,10,10,744
1e-06,1.48202070579886e-06,0,1,1,1,0,10,10,745
1e-06,1.53436840893001e-06,0,1,1,1,0,10,10,746
1e-06,1.58856512942805e-06,0,1,1,1,0,10,10,747
1e-06,1.64467617799466e-06,0,1,1,1,0,10,10,748
1e-06,1.7027691722259e-06,0,1,1,1,0,10,10,749
1e-06,1.76291411809595e-06,0,1,1,1,0,10,10,750
1e-06,1.82518349431904e-06,0,1,1,1,0,10,10,751
1e-06,1.88965233969121e-06,0,1,1,1,0,10,10,752
1e-06,1.95639834351706e-06,0,1,1,1,0,10,10,753
1e-06,2.02550193923067e-06,0,1,1,1,0,10,10,754
1e-06,2.09704640132323e-06,0,1,1,1,0,10,10,755
1e-06,2.1711179456945e-06,0,1,1,1,0,10,10,756
1e-06,2.24780583354873e-06,0,1,1,1,0,10,10,757
1e-06,2.32720247896041e-06,0,1,1,1,0,10,10,758
1e-06,2.40940356023953e-06,0,1,1,1,0,10,10,759
1e-06,2.49450813523032e-06,0,1,1,1,0,10,10,760
1e-06,2.58261876068267e-06,0,1,1,1,0,10,10,761
1e-06,2.67384161583994e-06,0,1,1,1,0,10,10,762
1e-06,2.76828663039207e-06,0,1,1,1,0,10,10,763
1e-06,2.86606761694825e-06,0,1,1,1,0,10,10,764
1e-06,2.96730240818887e-06,0,1,1,1,0,10,10,765
1e-06,3.07211299886176e-06,0,1,1,1,0,10,10,766
1e-06,3.18062569279412e-06,0,1,1,1,0,10,10,767
1e-06,3.29297125509715e-06,0,1,1,1,0,10,10,768
1e-06,3.40928506974681e-06,0,1,1,1,0,10,10,769
1e-06,3.52970730273065e-06,0,1,1,1,0,10,10,770
1e-06,3.65438307095726e-06,0,1,1,1,0,10,10,771
1e-06,3.78346261713193e-06,0,1,1,1,0,10,10,772
1e-06,3.91710149080926e-06,0,1,1,1,0,10,10,773
1e-06,4.05546073584083e-06,0,1,1,1,0,10,10,774
1e-06,4.19870708444391e-06,0,1,1,1,0,10,10,775
1e-06,4.34701315812503e-06,0,1,1,1,0,10,10,776
1e-06,4.5005576757005e-06,0,1,1,1,0,10,10,777
1e-06,4.65952566866469e-06,0,1,1,1,0,10,10,778
1e-06,4.82410870416537e-06,0,1,1,1,0,10,10,779
1e-06,4.99450511585514e-06,0,1,1,1,0,10,10,780
1e-06,5.17092024289675e-06,0,1,1,1,0,10,10,781
1e-06,5.35356667741072e-06,0,1,1,1,0,10,10,782
1e-06,5.54266452066311e-06,0,1,1,1,0,10,10,783
1e-06,5.73844164830239e-06,0,1,1,1,0,10,10,784
1e-06,5.94113398496504e-06,0,1,1,1,0,10,10,785
1e-06,6.1509857885805e-06,0,1,1,1,0,10,10,786
1e-06,6.36824994471859e-06,0,1,1,1,0,10,10,787
1e-06,6.59318827133354e-06,0,1,1,1,0,10,10,788
1e-06,6.82607183427238e-06,0,1,1,1,0,10,10,789
1e-06,7.06718127392749e-06,0,1,1,1,0,10,10,790
1e-06,7.31680714342721e-06,0,1,1,1,0,10,10,791
1e-06,7.57525025877192e-06,0,1,1,1,0,10,10,792
1e-06,7.84282206133768e-06,0,1,1,1,0,10,10,793
1e-06,8.11984499318401e-06,0,1,1,1,0,10,10,794
1e-06,8.40665288561832e-06,0,1,1,1,0,10,10,795
1e-06,8.70359136148517e-06,0,1,1,1,0,10,10,796
1e-06,9.01101825166502e-06,0,1,1,1,0,10,10,797
1e-06,9.3293040262847e-06,0,1,1,1,0,10,10,798
1e-06,9.65883224115871e-06,0,1,1,1,0,10,10,799
1e-06,1e-05,0,1,1,1,0,10,10,800
1e-06,1e-08,0,1,1,0,1,10,10,801
1e-06,1.03532184329566e-08,0,1,1,0,1,10,10,802
1e-06,1.07189131920513e-08,0,1,1,0,1,10,10,803
1e-06,1.10975249641207e-08,0,1,1,0,1,10,10,804
1e-06,1.14895100018731e-08,0,1,1,0,1,10,10,805
1e-06,1.18953406737032e-08,0,1,1,0,1,10,10,806
1e-06,1.23155060329283e-08,0,1,1,0,1,10,10,807
1e-06,1.27505124071301e-08,0,1,1,0,1,10,10,808
1e-06,1.32008840083142e-08,0,1,1,0,1,10,10,809
1e-06,1.36671635646201e-08,0,1,1,0,1,10,10,810
1e-06,1.41499129743458e-08,0,1,1,0,1,10,10,811
